UserId,YearMonth,transactions.id,transactions.date,transactions.vendor,transactions.category,transactions.amount,transactions.currency,transactions.recurring,transactions.type,transactions.location,transactions.description
3,202406,223416,2024-06-14,CINEPLEX,Miscellaneous,25.0,CAD,True,purchase,CA-BC,CINEPLEX ENTERTAINME
3,202406,223432,2024-06-15,MINH,Food & Beverages,12.0,CAD,True,purchase,CA-BC,MINH SANDWICHES 001
3,202406,123443,2024-06-15,Delta Airlines,Travel,299.0,USD,False,purchase,US-CA,Flight ticket purchase
3,202406,223418,2024-06-15,DISNEY,Entertainment,16.0,CAD,True,subscription,CA-BC,DISNEY PLUS RECURRING
3,202406,223433,2024-06-15,FIDO,Shopping,52.0,CAD,True,purchase,CA-BC,FIDO MOBILE ******7459
3,202406,223414,2024-06-16,CINEPLEX,Miscellaneous,18.0,CAD,True,purchase,CA-BC,CINEPLEX 1149
3,202406,223434,2024-06-16,REVENUE,Health & Wellness,83.0,CAD,True,purchase,CA-BC,REVENUE SERVICES BC VIC
3,202406,223451,2024-06-17,EVO,Transportation,8.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202406,123441,2024-06-17,Spotify,Entertainment,11.0,USD,True,subscription,US-NY,Spotify Premium subscription
3,202406,223408,2024-06-18,CINEPLEX,Miscellaneous,49.0,CAD,True,purchase,CA-BC,CINEPLEX ENTERTAINME
3,202406,123444,2024-06-19,Uber,Transportation,23.0,USD,False,purchase,CA-BC,Uber ride
3,202406,223428,2024-06-19,MEMBERSHIP,Entertainment,13.0,CAD,True,subscription,CA-BC,MEMBERSHIP FEE
3,202406,223442,2024-06-19,AMZN,Shopping,22.0,CAD,False,purchase,CA-BC,AMZN MKTP CA*DO86D3293
3,202406,223412,2024-06-19,MAENAM,Miscellaneous,83.0,CAD,False,purchase,CA-BC,MAENAM
3,202406,123440,2024-06-20,Walmart,Groceries,84.0,USD,False,purchase,GB-LND,Walmart Groceries purchase
3,202406,223395,2024-06-20,BC,Miscellaneous,144.0,CAD,False,purchase,CA-BC,BC LIQUOR #192 VANCOUVE
3,202406,223431,2024-06-20,INDIGO-,Travel,-72.0,CAD,False,refund,CA-BC,INDIGO- PG
3,202406,223417,2024-06-20,SUBWAY,Miscellaneous,12.0,CAD,False,purchase,CA-BC,SUBWAY 70836
3,202406,123454,2024-06-20,Uber,Transportation,18.0,USD,False,purchase,US-NY,Uber ride
3,202406,223396,2024-06-20,EVO,Transportation,5.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202406,223400,2024-06-20,GROUSE,Miscellaneous,7.0,CAD,False,purchase,CA-BC,GROUSE MOUNTAIN
3,202406,223398,2024-06-21,EVO,Transportation,21.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202406,223402,2024-06-21,R.A.V.E.N.,Miscellaneous,75.0,CAD,False,purchase,CA-BC,R.A.V.E.N.
3,202406,223424,2024-06-21,SPORTS,Miscellaneous,31.0,CAD,False,purchase,CA-BC,SPORTS ILLUSTRATED CLU
3,202406,223437,2024-06-21,EVO,Transportation,9.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202406,223393,2024-06-22,AMAZON.CA,Miscellaneous,8.0,CAD,True,purchase,CA-BC,AMAZON.CA PRIME MEMBER
3,202406,223430,2024-06-22,SPORTS,Miscellaneous,62.0,CAD,False,purchase,CA-BC,SPORTS ILLUSTRATED CLU
3,202406,223411,2024-06-22,MONSOON,Miscellaneous,46.0,CAD,False,purchase,CA-BC,MONSOON CURRY RESTAURAN
3,202406,223438,2024-06-23,EVO,Transportation,20.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202407,223504,2024-06-23,EVO,Transportation,13.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202406,223419,2024-06-24,OPENAI,Miscellaneous,35.0,CAD,False,purchase,CA-BC,OPENAI *CHATGPT SUBSCR SAN
3,202406,223406,2024-06-24,EVO,Transportation,16.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202406,223394,2024-06-24,BC,Miscellaneous,44.0,CAD,False,purchase,CA-BC,BC LIQUOR #192 VANCOUVE
3,202406,223421,2024-06-25,EVO,Transportation,122.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202406,223404,2024-06-25,CINEPLEX,Miscellaneous,-41.0,CAD,True,refund,CA-BC,CINEPLEX ENTERTAINME
3,202407,223500,2024-06-25,CINEPLEX,Miscellaneous,57.0,CAD,True,purchase,CA-BC,CINEPLEX ENTERTAINME
3,202406,223420,2024-06-25,PAYMENT,Miscellaneous,-1427.0,CAD,False,bill_payment,CA-BC,PAYMENT RECEIVED - THANK
3,202406,223425,2024-06-25,THE,Miscellaneous,-5.0,CAD,False,refund,CA-BC,THE CHOPPED LEAF
3,202407,223514,2024-06-26,R.A.V.E.N.,Miscellaneous,10.0,CAD,False,purchase,CA-BC,R.A.V.E.N.
3,202407,223508,2024-06-26,EVO,Transportation,9.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202406,223429,2024-06-26,SAVE,Food & Beverages,50.0,CAD,False,purchase,CA-BC,SAVE ON FOODS #993
3,202407,223498,2024-06-27,EVO,Transportation,54.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202406,223405,2024-06-27,CINEPLEX,Miscellaneous,37.0,CAD,True,purchase,CA-BC,CINEPLEX ENTERTAINME
3,202406,223401,2024-06-27,GROUSE,Miscellaneous,65.0,CAD,False,purchase,CA-BC,GROUSE MOUNTAIN 9314579 NORTH
3,202406,223410,2024-06-28,CINEPLEX,Miscellaneous,9.0,CAD,True,purchase,CA-BC,CINEPLEX 1150
3,202407,223513,2024-06-28,KILLER,Miscellaneous,7.0,CAD,False,purchase,CA-BC,KILLER ICE CREAM
3,202406,123445,2024-06-28,Apple Store,Electronics,1117.0,USD,False,purchase,CA-BC,New iPad purchase
3,202407,123420,2024-06-28,Spotify,Entertainment,11.0,USD,True,subscription,US-NY,Spotify Premium subscription
3,202406,223397,2024-06-29,EVO,Transportation,23.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202407,223499,2024-06-30,EVO,Transportation,151.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202407,223505,2024-06-30,MINH,Miscellaneous,11.0,CAD,True,purchase,CA-BC,MINH SANDWICHES 001
3,202407,123419,2024-06-30,Starbucks,Food & Beverages,15.0,USD,False,purchase,US-NY,Starbucks coffee purchase
3,202406,123447,2024-06-30,Gym Membership,Entertainment,51.0,USD,True,subscription,US-CA,Monthly gym membership fee
3,202407,223495,2024-07-01,RAIN,Miscellaneous,8.0,CAD,False,purchase,CA-BC,RAIN OR SHINE HOMEMADE
3,202407,223497,2024-07-01,EVO,Transportation,-19.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202407,223491,2024-07-01,MOMMY'S,Miscellaneous,15.0,CAD,False,purchase,CA-BC,MOMMY'S PLANET
3,202406,223413,2024-07-02,CINEPLEX,Miscellaneous,14.0,CAD,True,purchase,CA-BC,CINEPLEX 1149
3,202407,223490,2024-07-02,ZUBU,Miscellaneous,16.0,CAD,False,purchase,CA-BC,ZUBU RAMEN DOWNTOWN
3,202406,123456,2024-07-02,Electric Company,Utilities,82.0,USD,True,payment,US-CA,Monthly electric bill
3,202406,123455,2024-07-02,Netflix,Entertainment,13.0,USD,True,subscription,GB-LND,Netflix monthly subscription
3,202407,223488,2024-07-02,CAFFE,Miscellaneous,8.0,CAD,False,purchase,CA-BC,CAFFE MIRA 410954147
3,202406,123446,2024-07-03,Electric Company,Utilities,102.0,USD,True,payment,GB-LND,Monthly electric bill
3,202406,123448,2024-07-03,Target,Shopping,58.0,USD,False,purchase,GB-LND,Target Shopping purchase
3,202407,123418,2024-07-03,Amazon,Shopping,26.0,USD,False,purchase,CA-BC,Amazon Shopping purchase
3,202406,223415,2024-07-03,CINEPLEX,Miscellaneous,10.0,CAD,True,purchase,CA-BC,CINEPLEX ENTERTAINME
3,202406,123449,2024-07-04,Starbucks,Food & Beverages,10.0,USD,False,purchase,US-NY,Starbucks coffee purchase
3,202407,223510,2024-07-04,FLOURIST,Miscellaneous,21.0,CAD,False,purchase,CA-BC,FLOURIST MILLING INC.
3,202407,223509,2024-07-04,EVO,Transportation,14.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202406,223407,2024-07-04,RAMEN,Miscellaneous,16.0,CAD,False,purchase,CA-BC,RAMEN DANBO KITSILANO 0
3,202407,223485,2024-07-05,0836-VAN,Miscellaneous,13.0,CAD,False,purchase,CA-BC,0836-VAN RELAY W'ILL
3,202407,123422,2024-07-05,Walmart,Groceries,59.0,USD,False,purchase,CA-BC,Walmart Groceries purchase
3,202407,223484,2024-07-05,Vistara,Miscellaneous,15.0,CAD,False,purchase,CA-BC,Vistara PG AC 124 Connaught
3,202407,223511,2024-07-05,KARMA,Miscellaneous,-5.0,CAD,False,refund,CA-BC,KARMA INDIAN
3,202407,223503,2024-07-05,COMPASS,Miscellaneous,6.0,CAD,True,purchase,CA-BC,COMPASS WEB
3,202407,223492,2024-07-06,GUU,Miscellaneous,38.0,CAD,False,purchase,CA-BC,GUU TORAMASA
3,202407,123426,2024-07-06,Uber,Transportation,23.0,USD,False,purchase,US-NY,Uber ride
3,202406,223399,2024-07-06,GREAT,Miscellaneous,20.0,CAD,False,purchase,CA-BC,GREAT DANE COFFEE 001
3,202406,223409,2024-07-06,ZUBU,Miscellaneous,13.0,CAD,False,purchase,CA-BC,ZUBU RAMEN DOWNTOWN
3,202407,223489,2024-07-07,CHIPOTLE,Miscellaneous,16.0,CAD,False,purchase,CA-BC,CHIPOTLE 4546
3,202407,223506,2024-07-07,TST-DOVETAIL,Miscellaneous,59.0,CAD,False,purchase,CA-BC,TST-DOVETAIL
3,202406,223403,2024-07-07,SAVE,Food & Beverages,27.0,CAD,False,purchase,CA-BC,SAVE ON FOODS #993
3,202407,223481,2024-07-07,VIATOR,Miscellaneous,118.0,CAD,False,purchase,CA-BC,VIATOR
3,202407,223502,2024-07-07,COMPASS,Miscellaneous,1.0,CAD,True,purchase,CA-BC,COMPASS WEB
3,202407,123423,2024-07-08,Walmart,Groceries,66.0,USD,False,purchase,GB-LND,Walmart Groceries purchase
3,202407,223482,2024-07-08,CINEPLEX,Miscellaneous,11.0,CAD,True,purchase,CA-BC,CINEPLEX CINECLUB
3,202407,123421,2024-07-08,Netflix,Entertainment,13.0,USD,True,subscription,CA-BC,Netflix monthly subscription
3,202407,223507,2024-07-09,WINTER,Miscellaneous,20.0,CAD,False,purchase,CA-BC,WINTER BEAR 001
3,202407,123417,2024-07-09,Amazon,Shopping,48.0,USD,False,purchase,CA-BC,Amazon Shopping purchase
3,202407,223512,2024-07-09,KARMA,Miscellaneous,64.0,CAD,False,purchase,CA-BC,KARMA INDIAN BISTRO
3,202407,223494,2024-07-09,COMMONS,Food & Beverages,9.0,CAD,False,purchase,CA-BC,COMMONS PIZZA LTD
3,202407,223501,2024-07-10,APPLE.COM/BILL,Utilities,2.0,CAD,True,payment,CA-BC,APPLE.COM/BILL
3,202407,223496,2024-07-11,EVO,Transportation,-50.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202407,223475,2024-07-11,BOOKINGCOMTICKETS,Miscellaneous,98.0,CAD,False,purchase,CA-BC,BOOKINGCOMTICKETS
3,202407,223493,2024-07-11,HONEYBREW,Miscellaneous,21.0,CAD,False,purchase,CA-BC,HONEYBREW STRUDEL BAR
3,202407,123425,2024-07-13,Spotify,Entertainment,10.0,USD,True,subscription,US-NY,Spotify Premium subscription
3,202407,123424,2024-07-14,Delta Airlines,Travel,326.0,USD,False,purchase,US-CA,Flight ticket purchase
3,202407,223480,2024-07-14,PAYMENT,Miscellaneous,-1566.0,CAD,False,bill_payment,CA-BC,PAYMENT RECEIVED - THANK
3,202407,123428,2024-07-14,Netflix,Entertainment,16.0,USD,True,subscription,GB-LND,Netflix monthly subscription
3,202407,223483,2024-07-15,REVENUE,Miscellaneous,77.0,CAD,True,purchase,CA-BC,REVENUE SERVICES BC VIC
3,202407,123427,2024-07-15,Gas Station,Transportation,31.0,USD,False,purchase,US-CA,Fuel refill
3,202407,223487,2024-07-15,CACTUS,Miscellaneous,21.0,CAD,False,purchase,CA-BC,CACTUS CLUB WEST BROAD
3,202407,223479,2024-07-18,FIDO,Miscellaneous,50.0,CAD,True,purchase,CA-BC,FIDO MOBILE ******7459
3,202407,223472,2024-07-18,DISNEY,Entertainment,16.0,CAD,True,subscription,CA-BC,DISNEY PLUS RECURRING
3,202407,223474,2024-07-18,GREAT,Miscellaneous,75.0,CAD,False,purchase,CA-BC,GREAT TREK
3,202407,223486,2024-07-19,THINKING,Miscellaneous,30.0,CAD,False,purchase,CA-BC,THINKING CANADA / COLL
3,202407,223477,2024-07-19,VIATOR,Miscellaneous,-121.0,CAD,False,refund,CA-BC,VIATOR
3,202407,123430,2024-07-19,Electric Company,Utilities,86.0,USD,True,payment,US-CA,Monthly electric bill
3,202407,123432,2024-07-20,Amazon,Shopping,26.0,USD,False,refund,GB-LND,Amazon item refund
3,202407,223470,2024-07-21,RADISSON,Miscellaneous,11.0,CAD,False,purchase,CA-BC,RADISSON BLU UDIAPUR P
3,202407,223473,2024-07-21,OPENAI,Miscellaneous,32.0,CAD,False,purchase,CA-BC,OPENAI *CHATGPT SUBSCR SAN
3,202407,223468,2024-07-22,AMAZON.CA,Miscellaneous,7.0,CAD,True,purchase,CA-BC,AMAZON.CA PRIME MEMBER
3,202407,223478,2024-07-23,APPLE.COM/BILL,Utilities,4.0,CAD,True,payment,CA-BC,APPLE.COM/BILL
3,202408,123397,2024-07-24,Amazon,Shopping,43.0,USD,False,purchase,CA-BC,Amazon Shopping purchase
3,202407,123431,2024-07-25,Uber,Transportation,27.0,USD,False,purchase,CA-BC,Uber ride
3,202407,123429,2024-07-26,Delta Airlines,Travel,282.0,USD,False,purchase,US-CA,Flight ticket purchase
3,202407,223471,2024-07-28,RADISSON,Miscellaneous,301.0,CAD,False,purchase,CA-BC,RADISSON BLU UDIAPUR P
3,202407,123436,2024-07-28,Starbucks,Food & Beverages,8.0,USD,False,purchase,GB-LND,Starbucks coffee purchase
3,202407,223476,2024-07-28,MEMBERSHIP,Entertainment,13.0,CAD,True,subscription,CA-BC,MEMBERSHIP FEE
3,202408,123398,2024-07-31,Amazon,Shopping,20.0,USD,False,purchase,CA-BC,Amazon Shopping purchase
3,202407,123433,2024-07-31,Apple Store,Electronics,986.0,USD,False,purchase,CA-BC,New iPhone purchase
3,202408,223528,2024-08-01,APPLE.COM/BILL,Utilities,2.0,CAD,True,payment,CA-BC,APPLE.COM/BILL
3,202408,123399,2024-08-01,Starbucks,Food & Beverages,12.0,USD,False,purchase,US-NY,Starbucks coffee purchase
3,202408,123401,2024-08-02,Netflix,Entertainment,14.0,USD,True,subscription,CA-BC,Netflix monthly subscription
3,202407,123435,2024-08-04,Gym Membership,Entertainment,51.0,USD,True,subscription,US-CA,Monthly gym membership fee
3,202407,123434,2024-08-04,Electric Company,Utilities,85.0,USD,True,payment,US-NY,Monthly electric bill
3,202408,123405,2024-08-05,Spotify,Entertainment,10.0,USD,True,subscription,US-NY,Spotify Premium subscription
3,202407,223469,2024-08-05,RADISSON,Miscellaneous,99.0,CAD,False,purchase,CA-BC,RADISSON BLU UDIAPUR P
3,202408,123404,2024-08-06,Delta Airlines,Travel,345.0,USD,False,purchase,US-CA,Flight ticket purchase
3,202408,123407,2024-08-08,Gas Station,Transportation,32.0,USD,False,purchase,US-CA,Fuel refill
3,202408,123400,2024-08-08,Spotify,Entertainment,11.0,USD,True,subscription,US-NY,Spotify Premium subscription
3,202408,123411,2024-08-10,Uber,Transportation,24.0,USD,False,purchase,CA-BC,Uber ride
3,202408,123408,2024-08-11,Netflix,Entertainment,13.0,USD,True,subscription,GB-LND,Netflix monthly subscription
3,202408,223524,2024-08-11,FIDO,Miscellaneous,49.0,CAD,True,purchase,CA-BC,FIDO MOBILE ******7459
3,202408,223520,2024-08-12,PAYMENT,Miscellaneous,-820.0,CAD,False,bill_payment,CA-BC,PAYMENT RECEIVED - THANK
3,202408,223523,2024-08-12,APPLE.COM/BILL,Utilities,4.0,CAD,True,payment,CA-BC,APPLE.COM/BILL
3,202408,123403,2024-08-13,Walmart,Groceries,73.0,USD,False,purchase,GB-LND,Walmart Groceries purchase
3,202408,123406,2024-08-14,Uber,Transportation,22.0,USD,False,purchase,US-NY,Uber ride
3,202408,223526,2024-08-16,CINEPLEX,Miscellaneous,12.0,CAD,True,purchase,CA-BC,CINEPLEX CINECLUB
3,202408,223527,2024-08-16,REVENUE,Miscellaneous,79.0,CAD,True,purchase,CA-BC,REVENUE SERVICES BC VIC
3,202408,123413,2024-08-17,Starbucks,Food & Beverages,13.0,USD,False,purchase,US-NY,Starbucks coffee purchase
3,202408,123402,2024-08-17,Walmart,Groceries,63.0,USD,False,purchase,CA-BC,Walmart Groceries purchase
3,202408,223519,2024-08-18,OPENAI,Miscellaneous,34.0,CAD,False,purchase,CA-BC,OPENAI *CHATGPT SUBSCR SAN
3,202408,223516,2024-08-20,PINELABS*UNIQLO,Miscellaneous,44.0,CAD,False,purchase,CA-BC,PINELABS*UNIQLO INDIA C NEW
3,202408,223515,2024-08-20,BOUNCE,Miscellaneous,34.0,CAD,False,purchase,CA-BC,BOUNCE - USEBOUNCE.COM
3,202408,123409,2024-08-21,Delta Airlines,Travel,265.0,USD,False,purchase,US-CA,Flight ticket purchase
3,202408,123416,2024-08-21,Starbucks,Food & Beverages,10.0,USD,False,purchase,GB-LND,Starbucks coffee purchase
3,202408,123415,2024-08-21,Gym Membership,Entertainment,50.0,USD,True,subscription,US-CA,Monthly gym membership fee
3,202409,223572,2024-08-23,UBER,Miscellaneous,35.0,CAD,False,purchase,CA-BC,nan
3,202408,223525,2024-08-23,PayU*www.dotpe.in,Miscellaneous,47.0,CAD,False,purchase,CA-BC,PayU*www.dotpe.in
3,202409,223568,2024-08-25,JJ,Miscellaneous,14.0,CAD,False,purchase,CA-BC,JJ BEAN COFFEE ROASTERS
3,202408,123412,2024-08-25,Apple Store,Electronics,975.0,USD,False,purchase,CA-BC,New iPhone purchase
3,202409,223571,2024-08-26,UBER,Miscellaneous,24.0,CAD,False,purchase,CA-BC,nan
3,202408,223521,2024-08-26,INTEREST,Miscellaneous,24.0,CAD,False,purchase,CA-BC,nan
3,202408,123414,2024-08-26,Electric Company,Utilities,97.0,USD,True,payment,GB-LND,Monthly electric bill
3,202409,223567,2024-08-27,GEETA'S,Miscellaneous,8.0,CAD,False,purchase,CA-BC,GEETA'S BEAUTY SALON &
3,202409,123377,2024-08-28,Amazon,Shopping,42.0,USD,False,purchase,CA-BC,Amazon Shopping purchase
3,202409,223574,2024-08-28,CLIPPER,Miscellaneous,8.0,CAD,False,purchase,CA-BC,CLIPPER SYSTEMS MOBILE
3,202408,123410,2024-08-28,Electric Company,Utilities,95.0,USD,True,payment,US-CA,Monthly electric bill
3,202409,223561,2024-08-29,SAFEWAY,Miscellaneous,2.0,CAD,False,purchase,CA-BC,SAFEWAY #4901 VANCOUVER
3,202408,223522,2024-08-29,MEMBERSHIP,Entertainment,15.0,CAD,True,subscription,CA-BC,MEMBERSHIP FEE
3,202409,123380,2024-08-30,Spotify,Entertainment,10.0,USD,True,subscription,US-NY,Spotify Premium subscription
3,202408,223518,2024-09-01,DISNEY,Entertainment,19.0,CAD,True,subscription,CA-BC,DISNEY PLUS RECURRING
3,202409,223576,2024-09-01,CLIPPER,Miscellaneous,19.0,CAD,False,purchase,CA-BC,CLIPPER SYSTEMS MOBILE
3,202409,123382,2024-09-02,Walmart,Groceries,62.0,USD,False,purchase,CA-BC,Walmart Groceries purchase
3,202409,223562,2024-09-02,EVO,Transportation,45.0,CAD,True,purchase,CA-BC,EVO CAR SHARE
3,202409,123381,2024-09-03,Netflix,Entertainment,14.0,USD,True,subscription,CA-BC,Netflix monthly subscription
3,202409,123378,2024-09-03,Amazon,Shopping,21.0,USD,False,purchase,CA-BC,Amazon Shopping purchase
3,202409,223573,2024-09-03,BEN,Miscellaneous,19.0,CAD,False,purchase,CA-BC,BEN & JERRY'S FISHERMAN San
3,202409,223564,2024-09-03,APPLE.COM/BILL,Utilities,2.0,CAD,True,payment,CA-BC,APPLE.COM/BILL
3,202409,223563,2024-09-04,AMZN,Miscellaneous,46.0,CAD,False,purchase,CA-BC,AMZN MKTP CA*ZT0UY8X02
