UserId,YearMonth,transactions.id,transactions.date,transactions.vendor,transactions.category,transactions.amount,transactions.currency,transactions.recurring,transactions.type,transactions.location,transactions.description
2,202406,223453,2024-06-08,EVO,Transportation,120.57,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202406,223454,2024-06-08,SPORTS,Food & Beverages,31.34,CAD,False,purchase,CA-BC,SPORTS ILLUSTRATED CLU
2,202406,223451,2024-06-09,EVO,Transportation,7.99,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202406,223449,2024-06-10,CLASSPASS*,Health & Wellness,82.95,CAD,False,purchase,CA-BC,CLASSPASS* MONTHLY
2,202406,223450,2024-06-10,NUKID,Food & Beverages,12.94,CAD,False,purchase,CA-BC,NUKID BAKERY CAFE 001
2,202406,223446,2024-06-11,APPLE.COM/BILL,Utilities,32.46,CAD,False,purchase,CA-BC,APPLE.COM/BILL
2,202406,223447,2024-06-11,CINEPLEX,Entertainment,4.41,CAD,False,purchase,CA-BC,CINEPLEX ENTERTAINME
2,202406,223448,2024-06-11,VALHALLA,Shopping,255.31,CAD,False,purchase,CA-BC,VALHALLA PURE OUTFITTER
2,202406,223443,2024-06-12,AMZN,Shopping,25.52,CAD,False,purchase,CA-BC,AMZN MKTP CA*C31J23AB3
2,202406,223444,2024-06-12,AMZN,Shopping,39.9,CAD,False,purchase,CA-BC,AMZN MKTP CA*TG97Y75R3
2,202406,223445,2024-06-12,CLASSPASS*,Health & Wellness,-82.95,CAD,False,refund,CA-BC,CLASSPASS* MONTHLY
2,202406,223442,2024-06-13,AMZN,Shopping,21.22,CAD,False,purchase,CA-BC,AMZN MKTP CA*DO86D3293
2,202406,223441,2024-06-15,CINEPLEX,Entertainment,10.49,CAD,True,purchase,CA-BC,CINEPLEX CINECLUB
2,202406,223436,2024-06-16,CINEPLEX,Entertainment,10.63,CAD,False,purchase,CA-BC,CINEPLEX #1147
2,202406,223437,2024-06-16,EVO,Transportation,7.44,CAD,True,purchase,CA-BC,EVO CAR SHARE
2,202406,223438,2024-06-16,EVO,Transportation,18.41,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202406,223439,2024-06-16,PUREBREAD,Food & Beverages,6.88,CAD,False,purchase,CA-BC,PUREBREAD 4TH AVE VANCO
2,202406,223440,2024-06-16,RAMEN,Food & Beverages,34.54,CAD,False,purchase,CA-BC,RAMEN DANBO KITSILANO 0
2,202406,223434,2024-06-17,REVENUE,Health & Wellness,75.0,CAD,True,purchase,CA-BC,REVENUE SERVICES BC VIC
2,202406,223435,2024-06-17,THE,Food & Beverages,12.69,CAD,False,purchase,CA-BC,THE CHOPPED LEAF CL058
2,202406,223433,2024-06-18,FIDO,Shopping,50.4,CAD,True,purchase,CA-BC,FIDO MOBILE ******7459
2,202406,223431,2024-06-19,INDIGO-,Travel,-71.64,CAD,False,refund,CA-BC,INDIGO- PG
2,202406,223432,2024-06-19,MINH,Food & Beverages,10.29,CAD,True,purchase,CA-BC,MINH SANDWICHES 001
2,202406,223428,2024-06-20,MEMBERSHIP,Entertainment,12.99,CAD,True,subscription,CA-BC,MEMBERSHIP FEE
2,202406,223429,2024-06-20,SAVE,Food & Beverages,54.44,CAD,False,purchase,CA-BC,SAVE ON FOODS #993
2,202406,223430,2024-06-20,SPORTS,Miscellaneous,61.49,CAD,False,purchase,CA-BC,SPORTS ILLUSTRATED CLU
2,202406,223426,2024-06-21,BODY,Miscellaneous,10.77,CAD,False,purchase,CA-BC,BODY ENERGY CLUB
2,202406,223427,2024-06-21,MINH,Miscellaneous,10.29,CAD,True,purchase,CA-BC,MINH SANDWICHES 001
2,202406,223421,2024-06-22,EVO,Transportation,120.57,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202406,223422,2024-06-22,MINH,Miscellaneous,-5.0,CAD,False,refund,CA-BC,MINH
2,202406,223423,2024-06-22,SAVE,Food & Beverages,20.38,CAD,False,purchase,CA-BC,SAVE ON FOODS #993
2,202406,223424,2024-06-22,SPORTS,Miscellaneous,30.03,CAD,False,purchase,CA-BC,SPORTS ILLUSTRATED CLU
2,202406,223425,2024-06-22,THE,Miscellaneous,-5.0,CAD,False,refund,CA-BC,THE CHOPPED LEAF
2,202406,223418,2024-06-23,DISNEY,Miscellaneous,16.79,CAD,True,purchase,CA-BC,DISNEY PLUS RECURRING
2,202406,223419,2024-06-23,OPENAI,Miscellaneous,31.49,CAD,False,purchase,CA-BC,OPENAI *CHATGPT SUBSCR SAN
2,202406,223420,2024-06-23,PAYMENT,Miscellaneous,-1450.22,CAD,False,bill_payment,CA-BC,PAYMENT RECEIVED - THANK
2,202406,223413,2024-06-24,CINEPLEX,Miscellaneous,12.65,CAD,False,purchase,CA-BC,CINEPLEX 1149
2,202406,223414,2024-06-24,CINEPLEX,Miscellaneous,18.33,CAD,False,purchase,CA-BC,CINEPLEX 1149
2,202406,223415,2024-06-24,CINEPLEX,Miscellaneous,10.49,CAD,True,purchase,CA-BC,CINEPLEX ENTERTAINME
2,202406,223416,2024-06-24,CINEPLEX,Miscellaneous,25.19,CAD,False,purchase,CA-BC,CINEPLEX ENTERTAINME
2,202406,223417,2024-06-24,SUBWAY,Miscellaneous,11.54,CAD,False,purchase,CA-BC,SUBWAY 70836
2,202406,223412,2024-06-26,MAENAM,Miscellaneous,76.07,CAD,False,purchase,CA-BC,MAENAM
2,202406,223410,2024-06-27,CINEPLEX,Miscellaneous,8.4,CAD,False,purchase,CA-BC,CINEPLEX 1150
2,202406,223411,2024-06-27,MONSOON,Miscellaneous,42.08,CAD,False,purchase,CA-BC,MONSOON CURRY RESTAURAN
2,202406,223408,2024-06-28,CINEPLEX,Miscellaneous,48.82,CAD,False,purchase,CA-BC,CINEPLEX ENTERTAINME
2,202406,223409,2024-06-28,ZUBU,Miscellaneous,12.78,CAD,False,purchase,CA-BC,ZUBU RAMEN DOWNTOWN
2,202406,223404,2024-06-29,CINEPLEX,Miscellaneous,-38.57,CAD,False,refund,CA-BC,CINEPLEX ENTERTAINME
2,202406,223405,2024-06-29,CINEPLEX,Miscellaneous,38.57,CAD,False,purchase,CA-BC,CINEPLEX ENTERTAINME
2,202406,223406,2024-06-29,EVO,Transportation,14.57,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202406,223407,2024-06-29,RAMEN,Miscellaneous,16.69,CAD,False,purchase,CA-BC,RAMEN DANBO KITSILANO 0
2,202406,223393,2024-06-30,AMAZON.CA,Miscellaneous,6.71,CAD,True,purchase,CA-BC,AMAZON.CA PRIME MEMBER
2,202406,223394,2024-06-30,BC,Miscellaneous,41.0,CAD,False,purchase,CA-BC,BC LIQUOR #192 VANCOUVE
2,202406,223395,2024-06-30,BC,Miscellaneous,140.0,CAD,False,purchase,CA-BC,BC LIQUOR #192 VANCOUVE
2,202406,223396,2024-06-30,EVO,Transportation,4.14,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202406,223397,2024-06-30,EVO,Transportation,21.16,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202406,223398,2024-06-30,EVO,Transportation,21.55,CAD,True,purchase,CA-BC,EVO CAR SHARE
2,202406,223399,2024-06-30,GREAT,Miscellaneous,20.47,CAD,False,purchase,CA-BC,GREAT DANE COFFEE 001
2,202406,223400,2024-06-30,GROUSE,Miscellaneous,6.81,CAD,False,purchase,CA-BC,GROUSE MOUNTAIN
2,202406,223401,2024-06-30,GROUSE,Miscellaneous,60.0,CAD,False,purchase,CA-BC,GROUSE MOUNTAIN 9314579 NORTH
2,202406,223402,2024-06-30,R.A.V.E.N.,Miscellaneous,70.0,CAD,False,purchase,CA-BC,R.A.V.E.N.
2,202406,223403,2024-06-30,SAVE,Food & Beverages,26.59,CAD,False,purchase,CA-BC,SAVE ON FOODS #993
2,202407,223508,2024-07-01,EVO,Transportation,8.53,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202407,223509,2024-07-01,EVO,Transportation,12.92,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202407,223510,2024-07-01,FLOURIST,Miscellaneous,19.75,CAD,False,purchase,CA-BC,FLOURIST MILLING INC.
2,202407,223511,2024-07-01,KARMA,Miscellaneous,-5.0,CAD,False,refund,CA-BC,KARMA INDIAN
2,202407,223512,2024-07-01,KARMA,Miscellaneous,65.2,CAD,False,purchase,CA-BC,KARMA INDIAN BISTRO
2,202407,223513,2024-07-01,KILLER,Miscellaneous,5.77,CAD,False,purchase,CA-BC,KILLER ICE CREAM
2,202407,223514,2024-07-01,R.A.V.E.N.,Miscellaneous,10.0,CAD,False,purchase,CA-BC,R.A.V.E.N.
2,202407,223506,2024-07-02,TST-DOVETAIL,Miscellaneous,60.87,CAD,False,purchase,CA-BC,TST-DOVETAIL
2,202407,223507,2024-07-02,WINTER,Miscellaneous,21.37,CAD,False,purchase,CA-BC,WINTER BEAR 001
2,202407,223501,2024-07-03,APPLE.COM/BILL,Utilities,1.44,CAD,True,purchase,CA-BC,APPLE.COM/BILL
2,202407,223502,2024-07-03,COMPASS,Miscellaneous,0.2,CAD,True,purchase,CA-BC,COMPASS WEB
2,202407,223503,2024-07-03,COMPASS,Miscellaneous,5.0,CAD,True,purchase,CA-BC,COMPASS WEB
2,202407,223504,2024-07-03,EVO,Transportation,12.81,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202407,223505,2024-07-03,MINH,Miscellaneous,10.06,CAD,False,purchase,CA-BC,MINH SANDWICHES 001
2,202407,223500,2024-07-04,CINEPLEX,Miscellaneous,52.48,CAD,False,purchase,CA-BC,CINEPLEX ENTERTAINME
2,202407,223498,2024-07-05,EVO,Transportation,52.5,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202407,223499,2024-07-05,EVO,Transportation,147.0,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202407,223496,2024-07-07,EVO,Transportation,-52.5,CAD,False,refund,CA-BC,EVO CAR SHARE
2,202407,223497,2024-07-07,EVO,Transportation,-21.0,CAD,False,refund,CA-BC,EVO CAR SHARE
2,202407,223494,2024-07-08,COMMONS,Food & Beverages,9.14,CAD,False,purchase,CA-BC,COMMONS PIZZA LTD
2,202407,223495,2024-07-08,RAIN,Miscellaneous,8.23,CAD,False,purchase,CA-BC,RAIN OR SHINE HOMEMADE
2,202407,223492,2024-07-09,GUU,Miscellaneous,36.07,CAD,False,purchase,CA-BC,GUU TORAMASA
2,202407,223493,2024-07-09,HONEYBREW,Miscellaneous,19.06,CAD,False,purchase,CA-BC,HONEYBREW STRUDEL BAR
2,202407,223491,2024-07-10,MOMMY'S,Miscellaneous,13.85,CAD,False,purchase,CA-BC,MOMMY'S PLANET
2,202407,223488,2024-07-11,CAFFE,Miscellaneous,7.42,CAD,False,purchase,CA-BC,CAFFE MIRA 410954147
2,202407,223489,2024-07-11,CHIPOTLE,Miscellaneous,15.86,CAD,False,purchase,CA-BC,CHIPOTLE 4546
2,202407,223490,2024-07-11,ZUBU,Miscellaneous,16.76,CAD,False,purchase,CA-BC,ZUBU RAMEN DOWNTOWN
2,202407,223487,2024-07-12,CACTUS,Miscellaneous,20.8,CAD,False,purchase,CA-BC,CACTUS CLUB WEST BROAD
2,202407,223485,2024-07-13,0836-VAN,Miscellaneous,12.27,CAD,False,purchase,CA-BC,0836-VAN RELAY W'ILL
2,202407,223486,2024-07-13,THINKING,Miscellaneous,30.0,CAD,False,purchase,CA-BC,THINKING CANADA / COLL
2,202407,223482,2024-07-15,CINEPLEX,Miscellaneous,10.49,CAD,True,purchase,CA-BC,CINEPLEX CINECLUB
2,202407,223483,2024-07-15,REVENUE,Miscellaneous,75.0,CAD,True,purchase,CA-BC,REVENUE SERVICES BC VIC
2,202407,223484,2024-07-15,Vistara,Miscellaneous,13.39,CAD,False,purchase,CA-BC,Vistara PG AC 124 Connaught
2,202407,223480,2024-07-17,PAYMENT,Miscellaneous,-1641.81,CAD,False,bill_payment,CA-BC,PAYMENT RECEIVED - THANK
2,202407,223481,2024-07-17,VIATOR,Miscellaneous,129.47,CAD,False,purchase,CA-BC,VIATOR
2,202407,223478,2024-07-18,APPLE.COM/BILL,Utilities,3.35,CAD,True,purchase,CA-BC,APPLE.COM/BILL
2,202407,223479,2024-07-18,FIDO,Miscellaneous,50.4,CAD,True,purchase,CA-BC,FIDO MOBILE ******7459
2,202407,223475,2024-07-20,BOOKINGCOMTICKETS,Miscellaneous,101.48,CAD,False,purchase,CA-BC,BOOKINGCOMTICKETS
2,202407,223476,2024-07-20,MEMBERSHIP,Entertainment,12.99,CAD,True,subscription,CA-BC,MEMBERSHIP FEE
2,202407,223477,2024-07-20,VIATOR,Miscellaneous,-126.74,CAD,False,refund,CA-BC,VIATOR
2,202407,223474,2024-07-22,GREAT,Miscellaneous,70.84,CAD,False,purchase,CA-BC,GREAT TREK
2,202407,223472,2024-07-23,DISNEY,Miscellaneous,16.79,CAD,True,purchase,CA-BC,DISNEY PLUS RECURRING
2,202407,223473,2024-07-23,OPENAI,Miscellaneous,31.63,CAD,False,purchase,CA-BC,OPENAI *CHATGPT SUBSCR SAN
2,202407,223471,2024-07-25,RADISSON,Miscellaneous,285.07,CAD,False,purchase,CA-BC,RADISSON BLU UDIAPUR P
2,202407,223469,2024-07-27,RADISSON,Miscellaneous,107.56,CAD,False,purchase,CA-BC,RADISSON BLU UDIAPUR P
2,202407,223470,2024-07-27,RADISSON,Miscellaneous,10.5,CAD,False,purchase,CA-BC,RADISSON BLU UDIAPUR P
2,202407,223468,2024-07-30,AMAZON.CA,Miscellaneous,6.71,CAD,True,purchase,CA-BC,AMAZON.CA PRIME MEMBER
2,202408,223528,2024-08-03,APPLE.COM/BILL,Utilities,1.44,CAD,True,purchase,CA-BC,APPLE.COM/BILL
2,202408,223526,2024-08-15,CINEPLEX,Miscellaneous,10.49,CAD,True,purchase,CA-BC,CINEPLEX CINECLUB
2,202408,223527,2024-08-15,REVENUE,Miscellaneous,75.0,CAD,True,purchase,CA-BC,REVENUE SERVICES BC VIC
2,202408,223525,2024-08-17,PayU*www.dotpe.in,Miscellaneous,45.01,CAD,False,purchase,CA-BC,PayU*www.dotpe.in
2,202408,223523,2024-08-18,APPLE.COM/BILL,Utilities,3.35,CAD,True,purchase,CA-BC,APPLE.COM/BILL
2,202408,223524,2024-08-18,FIDO,Miscellaneous,50.4,CAD,True,purchase,CA-BC,FIDO MOBILE ******7459
2,202408,223521,2024-08-20,INTEREST,Miscellaneous,23.03,CAD,False,purchase,CA-BC,
2,202408,223522,2024-08-20,MEMBERSHIP,Entertainment,12.99,CAD,True,subscription,CA-BC,MEMBERSHIP FEE
2,202408,223520,2024-08-21,PAYMENT,Miscellaneous,-885.74,CAD,False,bill_payment,CA-BC,PAYMENT RECEIVED - THANK
2,202408,223518,2024-08-23,DISNEY,Miscellaneous,16.79,CAD,True,purchase,CA-BC,DISNEY PLUS RECURRING
2,202408,223519,2024-08-23,OPENAI,Miscellaneous,31.27,CAD,False,purchase,CA-BC,OPENAI *CHATGPT SUBSCR SAN
2,202408,223517,2024-08-29,AMAZON.CA,Miscellaneous,6.71,CAD,True,purchase,CA-BC,AMAZON.CA PRIME MEMBER
2,202408,223515,2024-08-30,BOUNCE,Miscellaneous,35.52,CAD,False,purchase,CA-BC,BOUNCE - USEBOUNCE.COM
2,202408,223516,2024-08-30,PINELABS*UNIQLO,Miscellaneous,40.97,CAD,False,purchase,CA-BC,PINELABS*UNIQLO INDIA C NEW
2,202409,223573,2024-09-01,BEN,Miscellaneous,18.69,CAD,False,purchase,CA-BC,BEN & JERRY'S FISHERMAN San
2,202409,223574,2024-09-01,CLIPPER,Miscellaneous,6.91,CAD,False,purchase,CA-BC,CLIPPER SYSTEMS MOBILE
2,202409,223575,2024-09-01,CLIPPER,Miscellaneous,13.84,CAD,False,purchase,CA-BC,CLIPPER SYSTEMS MOBILE
2,202409,223576,2024-09-01,CLIPPER,Miscellaneous,20.76,CAD,False,purchase,CA-BC,CLIPPER SYSTEMS MOBILE
2,202409,223570,2024-09-02,Fairfield,Miscellaneous,5.19,CAD,False,purchase,CA-BC,Fairfield Inn SFO Millb
2,202409,223571,2024-09-02,UBER,Miscellaneous,24.89,CAD,False,purchase,CA-BC,
2,202409,223572,2024-09-02,UBER,Miscellaneous,35.76,CAD,False,purchase,CA-BC,
2,202409,223563,2024-09-03,AMZN,Miscellaneous,44.7,CAD,False,purchase,CA-BC,AMZN MKTP CA*ZT0UY8X02
2,202409,223564,2024-09-03,APPLE.COM/BILL,Utilities,1.44,CAD,True,purchase,CA-BC,APPLE.COM/BILL
2,202409,223565,2024-09-03,COMPASS,Miscellaneous,0.2,CAD,True,purchase,CA-BC,COMPASS WEB BURNABY
2,202409,223566,2024-09-03,COMPASS,Miscellaneous,5.0,CAD,True,purchase,CA-BC,COMPASS WEB BURNABY
2,202409,223567,2024-09-03,GEETA'S,Miscellaneous,8.45,CAD,False,purchase,CA-BC,GEETA'S BEAUTY SALON &
2,202409,223568,2024-09-03,JJ,Miscellaneous,14.22,CAD,False,purchase,CA-BC,JJ BEAN COFFEE ROASTERS
2,202409,223569,2024-09-03,SAFEWAY,Miscellaneous,46.96,CAD,False,purchase,CA-BC,SAFEWAY #4901 VANCOUVER
2,202409,223562,2024-09-07,EVO,Transportation,41.7,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202409,223560,2024-09-08,CINEPLEX,Miscellaneous,26.24,CAD,False,purchase,CA-BC,CINEPLEX ENTERTAINME
2,202409,223561,2024-09-08,SAFEWAY,Miscellaneous,1.49,CAD,False,purchase,CA-BC,SAFEWAY #4901 VANCOUVER
2,202409,223559,2024-09-09,AMZN,Miscellaneous,36.52,CAD,False,purchase,CA-BC,AMZN MKTP CA*ZT9US8UW1
2,202409,223557,2024-09-13,LS,Miscellaneous,21.15,CAD,False,purchase,CA-BC,LS KINTON RAMEN UBC
2,202409,223558,2024-09-13,TREES,Miscellaneous,12.32,CAD,False,purchase,CA-BC,TREES ORGANIC COFFEE 00
2,202409,223555,2024-09-14,AMAZON.CA*0E8WS1853,Miscellaneous,22.0,CAD,False,purchase,CA-BC,AMAZON.CA*0E8WS1853
2,202409,223556,2024-09-14,EVO,Transportation,18.96,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202409,223552,2024-09-15,CINEPLEX,Miscellaneous,10.49,CAD,True,purchase,CA-BC,CINEPLEX CINECLUB
2,202409,223553,2024-09-15,EVO,Transportation,1.95,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202409,223554,2024-09-15,EVO,Transportation,21.55,CAD,True,purchase,CA-BC,EVO CAR SHARE
2,202409,223549,2024-09-16,AMZN,Miscellaneous,15.67,CAD,False,purchase,CA-BC,AMZN MKTP CA*4T0GG22Q3
2,202409,223550,2024-09-16,LINKEDIN,Miscellaneous,26.66,CAD,False,purchase,CA-BC,LINKEDIN PRE P185347364 MOUNTAIN
2,202409,223551,2024-09-16,REVENUE,Miscellaneous,75.0,CAD,True,purchase,CA-BC,REVENUE SERVICES BC VIC
2,202409,223545,2024-09-18,APPLE.COM/BILL,Utilities,3.35,CAD,True,purchase,CA-BC,APPLE.COM/BILL
2,202409,223546,2024-09-18,FIDO,Miscellaneous,77.28,CAD,False,purchase,CA-BC,FIDO MOBILE ******7459
2,202409,223547,2024-09-18,SHOWPASS*,Miscellaneous,36.77,CAD,False,purchase,CA-BC,SHOWPASS* TAMASHA-S2
2,202409,223548,2024-09-18,SHOWPASS*,Miscellaneous,36.77,CAD,False,purchase,CA-BC,SHOWPASS* TAMASHA-SQ
2,202409,223542,2024-09-20,INTEREST,Miscellaneous,11.68,CAD,False,purchase,CA-BC,
2,202409,223543,2024-09-20,MEMBERSHIP,Entertainment,12.99,CAD,True,subscription,CA-BC,MEMBERSHIP FEE
2,202409,223544,2024-09-20,THE,Miscellaneous,58.62,CAD,False,purchase,CA-BC,THE NEW AMSTERDAM 40007
2,202409,223539,2024-09-21,EVO,Transportation,30.88,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202409,223540,2024-09-21,KIN,Miscellaneous,31.25,CAD,False,purchase,CA-BC,KIN KAO SONG
2,202409,223541,2024-09-21,SHOWPASS*,Miscellaneous,36.77,CAD,False,purchase,CA-BC,SHOWPASS* TAMASHA-NK
2,202409,223538,2024-09-22,BREWHALL,Miscellaneous,32.58,CAD,False,purchase,CA-BC,BREWHALL
2,202409,223536,2024-09-23,JJ,Miscellaneous,6.62,CAD,False,purchase,CA-BC,JJ BEAN COFFEE ROASTERS
2,202409,223537,2024-09-23,OPENAI,Miscellaneous,31.19,CAD,False,purchase,CA-BC,OPENAI *CHATGPT SUBSCR SAN
2,202409,223535,2024-09-24,2025,Miscellaneous,184.51,CAD,False,purchase,CA-BC,2025 FIRST HALF
2,202409,223534,2024-09-27,BURB,Miscellaneous,24.64,CAD,False,purchase,CA-BC,BURB CANNABIS
2,202409,223532,2024-09-28,#NAME?,Miscellaneous,11.51,CAD,False,purchase,CA-BC,=BEYONDBREADLTD. 001
2,202409,223533,2024-09-28,PARATHA,Miscellaneous,20.91,CAD,False,purchase,CA-BC,PARATHA 2 PASTA 001
2,202409,223531,2024-09-29,CHIPOTLE,Miscellaneous,18.01,CAD,False,purchase,CA-BC,CHIPOTLE 5200
2,202409,223529,2024-09-30,AMAZON.CA,Miscellaneous,6.71,CAD,True,purchase,CA-BC,AMAZON.CA PRIME MEMBER
2,202409,223530,2024-09-30,GREAT,Miscellaneous,19.28,CAD,False,purchase,CA-BC,GREAT DANE COFFEE 001
2,202410,223622,2024-10-03,APPLE.COM/BILL,Utilities,1.44,CAD,True,purchase,CA-BC,APPLE.COM/BILL
2,202410,223623,2024-10-03,PAYMENT,Miscellaneous,-924.83,CAD,False,bill_payment,CA-BC,PAYMENT RECEIVED - THANK
2,202410,223624,2024-10-03,SAVE,Food & Beverages,37.39,CAD,False,purchase,CA-BC,SAVE ON FOODS #993
2,202410,223621,2024-10-05,CAFE,Miscellaneous,30.0,CAD,False,purchase,CA-BC,CAFE PORTRAIT
2,202410,223619,2024-10-06,BMO,Miscellaneous,165.51,CAD,False,purchase,CA-BC,BMO VANCOUVER MARATHON
2,202410,223620,2024-10-06,KILLER,Miscellaneous,8.82,CAD,False,purchase,CA-BC,KILLER ICE CREAM
2,202410,223618,2024-10-10,EVO,Transportation,31.98,CAD,False,purchase,CA-BC,EVO CAR SHARE
2,202410,223612,2024-10-11,BC,Miscellaneous,57.95,CAD,False,purchase,CA-BC,BC LIQUOR #192 VANCOUVE
2,202410,223613,2024-10-11,CINEPLEX,Miscellaneous,31.5,CAD,False,purchase,CA-BC,CINEPLEX ENTERTAINME
2,202410,223614,2024-10-11,COMPASS,Miscellaneous,0.2,CAD,True,purchase,CA-BC,COMPASS WEB BURNABY
2,202410,223615,2024-10-11,COMPASS,Miscellaneous,5.0,CAD,True,purchase,CA-BC,COMPASS WEB BURNABY
2,202410,223616,2024-10-11,SAVE,Food & Beverages,5.49,CAD,False,purchase,CA-BC,SAVE ON FOODS #993
2,202410,223617,2024-10-11,SAVE,Food & Beverages,5.64,CAD,False,purchase,CA-BC,SAVE ON FOODS #993
2,202410,223608,2024-10-12,EVO,Transportation,21.55,CAD,True,purchase,CA-BC,EVO CAR SHARE
2,202410,223609,2024-10-12,THE,Miscellaneous,38.43,CAD,False,purchase,CA-BC,THE HOLLYWOOD THEATRE
2,202410,223610,2024-10-12,UBER,Miscellaneous,12.81,CAD,False,purchase,CA-BC,UBER TRIP
2,202410,223611,2024-10-12,UBER,Miscellaneous,24.62,CAD,False,purchase,CA-BC,UBER TRIP
2,202410,223607,2024-10-14,LS,Miscellaneous,17.84,CAD,False,purchase,CA-BC,LS KINTON RAMEN UBC
2,202410,223605,2024-10-15,CINEPLEX,Miscellaneous,10.49,CAD,True,purchase,CA-BC,CINEPLEX CINECLUB
